"date","shop","listing","seller","bat","species","format","part","currency","price","mean_price","ship_state","ship_country","individuals"
2022-11-29,"Etsy","etsy_085","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-12-07,"Etsy","etsy_085","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-12-13,"Etsy","etsy_085","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-12-30,"Etsy","etsy_085","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-03,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-04,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-05,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-06,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-07,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-10,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-11,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-12,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-17,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-18,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-19,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-20,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-10-21,"Etsy","etsy_086","seller_052","Bat","K. picta","Frame","Entire bat","$",80,80,"Texas","United States",1
2022-11-01,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",72.67,66.9766666666667,,"Belgium",
2022-11-07,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",58.53,66.9766666666667,,"Belgium",
2022-11-08,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",58.53,66.9766666666667,,"Belgium",
2022-11-15,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",60.48,66.9766666666667,,"Belgium",
2022-11-22,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",75.16,66.9766666666667,,"Belgium",
2022-11-29,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",75.79,66.9766666666667,,"Belgium",
2022-12-07,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",61.44,66.9766666666667,,"Belgium",
2022-12-13,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",77.83,66.9766666666667,,"Belgium",
2022-12-30,"Etsy","etsy_087","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",62.36,66.9766666666667,,"Belgium",
2022-11-01,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",72.67,69.47375,,"Belgium",
2022-11-07,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",58.53,69.47375,,"Belgium",
2022-11-08,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",58.53,69.47375,,"Belgium",
2022-11-15,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",60.48,69.47375,,"Belgium",
2022-11-22,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",75.16,69.47375,,"Belgium",
2022-11-29,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",75.79,69.47375,,"Belgium",
2022-12-07,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",76.8,69.47375,,"Belgium",
2022-12-13,"Etsy","etsy_088","seller_049","Bat","Other bat spp.","Frame","Entire bat","$",77.83,69.47375,,"Belgium",
2022-10-03,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.03,59.74,,"UK",
2022-10-04,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.52,59.74,,"UK",
2022-10-05,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.87,59.74,,"UK",
2022-10-06,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.28,59.74,,"UK",
2022-10-07,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",58.46,59.74,,"UK",
2022-10-10,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",58.46,59.74,,"UK",
2022-10-11,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",58.23,59.74,,"UK",
2022-10-12,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",57.98,59.74,,"UK",
2022-10-14,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.2,59.74,,"UK",
2022-10-17,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.2,59.74,,"UK",
2022-10-18,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.57,59.74,,"UK",
2022-10-19,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.16,59.74,,"UK",
2022-10-20,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.05,59.74,,"UK",
2022-10-21,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.05,59.74,,"UK",
2022-10-24,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.42,59.74,,"UK",
2022-10-25,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",59.89,59.74,,"UK",
2022-10-26,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.62,59.74,,"UK",
2022-10-27,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.65,59.74,,"UK",
2022-10-28,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.65,59.74,,"UK",
2022-11-01,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.48,59.74,,"UK",
2022-11-07,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.12,59.74,,"UK",
2022-11-08,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",60.12,59.74,,"UK",
2022-11-29,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",62.84,59.74,,"UK",
2022-12-30,"Etsy","etsy_089","seller_053","Bat","Other bat spp.","Frame","Entire bat","$",62.91,59.74,,"UK",
2022-10-03,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.63,104.298518518519,,"Germany",1
2022-10-04,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",103.71,104.298518518519,,"Germany",1
2022-10-05,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",104.1,104.298518518519,,"Germany",1
2022-10-06,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",103.39,104.298518518519,,"Germany",1
2022-10-07,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.24,104.298518518519,,"Germany",1
2022-10-10,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.24,104.298518518519,,"Germany",1
2022-10-11,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",101.8,104.298518518519,,"Germany",1
2022-10-12,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",101.39,104.298518518519,,"Germany",1
2022-10-14,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.17,104.298518518519,,"Germany",1
2022-10-17,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.17,104.298518518519,,"Germany",1
2022-10-18,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.62,104.298518518519,,"Germany",1
2022-10-19,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.83,104.298518518519,,"Germany",1
2022-10-20,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.54,104.298518518519,,"Germany",1
2022-10-21,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",102.54,104.298518518519,,"Germany",1
2022-10-24,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",103.1,104.298518518519,,"Germany",1
2022-10-25,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",103.92,104.298518518519,,"Germany",1
2022-10-26,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",105.08,104.298518518519,,"Germany",1
2022-10-27,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",105.13,104.298518518519,,"Germany",1
2022-10-28,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",105.13,104.298518518519,,"Germany",1
2022-11-01,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",103.8,104.298518518519,,"Germany",1
2022-11-07,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",104.52,104.298518518519,,"Germany",1
2022-11-08,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",104.52,104.298518518519,,"Germany",1
2022-11-15,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",107.98,104.298518518519,,"Germany",1
2022-11-22,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",107.37,104.298518518519,,"Germany",1
2022-11-29,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",108.26,104.298518518519,,"Germany",1
2022-12-07,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",109.71,104.298518518519,,"Germany",1
2022-12-13,"Etsy","etsy_090","seller_028","Bat","K. picta","Frame","Entire bat","$",111.17,104.298518518519,,"Germany",1
2022-10-03,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-04,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-05,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-06,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-07,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-10,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-11,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-12,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-17,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-18,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-19,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-20,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-21,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-10-24,"Etsy","etsy_091","seller_051","Bat","Other bat spp.","Other","Entire bat","$",65,65,"Pennsylvania","United States",
2022-11-08,"Etsy","etsy_092","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",104.52,105.945,,"Germany",
2022-11-22,"Etsy","etsy_092","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",107.37,105.945,,"Germany",
2022-10-06,"Etsy","etsy_093","seller_025","Bat","Other bat spp.","Other","Entire bat","$",112.98,112.98,"California","United States",
2022-10-26,"Etsy","etsy_093","seller_025","Bat","Other bat spp.","Other","Entire bat","$",112.98,112.98,"California","United States",
2022-10-27,"Etsy","etsy_093","seller_025","Bat","Other bat spp.","Other","Entire bat","$",112.98,112.98,"California","United States",
2022-10-03,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-04,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-05,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-06,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-07,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-10,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-11,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-10-12,"Etsy","etsy_094","seller_054","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",40,40,"Minnesota","United States",
2022-11-07,"Etsy","etsy_095","seller_055","Bat","Other bat spp.","Other","Entire bat","$",75,75,"Georgia","United States",
2022-11-08,"Etsy","etsy_095","seller_055","Bat","Other bat spp.","Other","Entire bat","$",75,75,"Georgia","United States",
2022-11-15,"Etsy","etsy_095","seller_055","Bat","Other bat spp.","Other","Entire bat","$",75,75,"Georgia","United States",
2022-11-15,"Etsy","etsy_096","seller_055","Bat","Other bat spp.","Other","Entire bat","$",95,95,"Georgia","United States",
2022-11-29,"Etsy","etsy_096","seller_055","Bat","Other bat spp.","Other","Entire bat","$",95,95,"Georgia","United States",
2022-12-13,"Etsy","etsy_096","seller_055","Bat","Other bat spp.","Other","Entire bat","$",95,95,"Georgia","United States",
2022-12-30,"Etsy","etsy_096","seller_055","Bat","Other bat spp.","Other","Entire bat","$",95,95,"Georgia","United States",
2022-10-14,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",26.95,23.9588888888889,,"France",
2022-10-25,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-10-26,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-10-27,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-10-28,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-11-07,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-11-08,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",23.96,23.9588888888889,,"France",
2022-11-22,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",22.46,23.9588888888889,,"France",
2022-11-29,"Etsy","etsy_097","seller_045","Bat","Other bat spp.","Standalone","Entire bat","$",22.46,23.9588888888889,,"France",
2022-10-05,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-06,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-12,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-14,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-26,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-27,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-28,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-11-01,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-11-08,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-11-15,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-11-22,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-11-29,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-12-07,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-12-13,"Etsy","etsy_098","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",125,125,"Illinois","United States",
2022-10-12,"Etsy","etsy_099","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-11-22,"Etsy","etsy_099","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-14,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",39.98,46.9166666666667,,"France",
2022-10-25,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",46.48,46.9166666666667,,"France",
2022-10-26,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",46.99,46.9166666666667,,"France",
2022-10-27,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",47.02,46.9166666666667,,"France",
2022-10-28,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",58.77,46.9166666666667,,"France",
2022-11-15,"Etsy","etsy_100","seller_057","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",42.26,46.9166666666667,,"France",
2022-10-05,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-06,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-10,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-12,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-14,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-25,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-28,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-11-07,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-11-08,"Etsy","etsy_101","seller_036","Bat","Other bat spp.","Frame","Entire bat","$",65,65,"Illinois","United States",
2022-10-03,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-04,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-05,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-06,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-07,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-10,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-11,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-12,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-17,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-18,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-19,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-20,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-21,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-10-24,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-11-08,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-12-07,"Etsy","etsy_102","seller_056","Bat","Other bat spp.","Coffin/Jar","Entire bat","$",60,60,"Illinois","United States",
2022-11-22,"Etsy","etsy_103","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",75.15,76.385,,"Germany",
2022-11-29,"Etsy","etsy_103","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",75.78,76.385,,"Germany",
2022-12-07,"Etsy","etsy_103","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",76.79,76.385,,"Germany",
2022-12-13,"Etsy","etsy_103","seller_028","Bat","Other bat spp.","Frame","Entire bat","$",77.82,76.385,,"Germany",
2022-10-05,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",109.31,109.581818181818,,"Germany",
2022-10-12,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",106.46,109.581818181818,,"Germany",
2022-10-14,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",107.27,109.581818181818,,"Germany",
2022-10-25,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",109.11,109.581818181818,,"Germany",
2022-10-26,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",110.33,109.581818181818,,"Germany",
2022-10-27,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",110.39,109.581818181818,,"Germany",
2022-10-28,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",110.39,109.581818181818,,"Germany",
2022-11-01,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",108.99,109.581818181818,,"Germany",
2022-11-07,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",109.74,109.581818181818,,"Germany",
2022-11-08,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",109.74,109.581818181818,,"Germany",
2022-11-29,"Etsy","etsy_104","seller_028","Bat","Other bat spp.","Frame","Skeleton","$",113.67,109.581818181818,,"Germany",
2022-10-26,"Etsy","etsy_105","seller_056","Bat","Other bat spp.","Coffin/Jar","Skeleton","$",60,60,"Illinois","United States",
2022-10-27,"Etsy","etsy_105","seller_056","Bat","Other bat spp.","Coffin/Jar","Skeleton","$",60,60,"Illinois","United States",
2022-10-05,"Etsy","etsy_106","seller_047","Bat","K. picta","Standalone","Entire bat","$",43.2,47.7575,,"Canada",1
2022-10-14,"Etsy","etsy_106","seller_047","Bat","K. picta","Standalone","Entire bat","$",42.57,47.7575,,"Canada",1
2022-10-25,"Etsy","etsy_106","seller_047","Bat","K. picta","Standalone","Entire bat","$",42.9,47.7575,,"Canada",1
2022-11-22,"Etsy","etsy_106","seller_047","Bat","K. picta","Standalone","Entire bat","$",62.36,47.7575,,"Canada",1
2022-10-05,"Etsy","etsy_107","seller_047","Bat","Other bat spp.","Standalone","Skeleton","$",38.57,36.0266666666667,,"Canada",
2022-11-29,"Etsy","etsy_107","seller_047","Bat","Other bat spp.","Standalone","Skeleton","$",34.96,36.0266666666667,,"Canada",
2022-12-07,"Etsy","etsy_107","seller_047","Bat","Other bat spp.","Standalone","Skeleton","$",34.55,36.0266666666667,,"Canada",
2022-10-05,"Etsy","etsy_108","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",16,16,"Delaware","United States",
2022-10-12,"Etsy","etsy_108","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",16,16,"Delaware","United States",
2022-11-08,"Etsy","etsy_108","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",16,16,"Delaware","United States",
2022-11-15,"Etsy","etsy_108","seller_026","Bat","Other bat spp.","Standalone","Entire bat","$",16,16,"Delaware","United States",
2022-11-29,"Etsy","etsy_109","seller_006","Bat","Other bat spp.","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",
2022-11-08,"Etsy","etsy_110","seller_047","Bat","Other bat spp.","Standalone","Skeleton","$",58.03,58.03,,"Canada",
2022-10-03,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-04,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-05,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-06,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-07,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-10,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-11,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-12,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-14,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-17,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-18,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
2022-10-19,"Etsy","etsy_111","seller_006","Bat","K. picta","Frame","Entire bat","$",59.99,59.99,"Tennessee","United States",2
